region,state,line_code,factor,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,1999_percent_change,2000_percent_change,2001_percent_change,2002_percent_change,2003_percent_change,2004_percent_change,2005_percent_change,2006_percent_change,2007_percent_change,2008_percent_change,2009_percent_change,2010_percent_change,2011_percent_change,2012_percent_change,2013_percent_change,2014_percent_change,2015_percent_change,2016_percent_change,2017_percent_change,2018_percent_change,2019_percent_change,2020_percent_change,2021_percent_change,2022_percent_change
southwest,Arizona,5,  Personal income,117835,124922.3,135573.8,142097.8,147455.2,156408.8,170443,187724.9,207762.6,219579.1,223495.1,212283.6,216223.6,227203.3,236431.4,242030.3,253711.6,267474.1,279696.7,297261.5,315459,337214.1,374311.8,409885.7,430083.5,0.060145967,0.085265001,0.048121392,0.037702202,0.060720816,0.089727688,0.101394014,0.106739703,0.05687501,0.01783412,-0.050164411,0.018560077,0.050779378,0.040616047,0.023680865,0.048263792,0.054244662,0.045696387,0.062799454,0.061217144,0.06896332,0.110012304,0.095038147,0.049276664
southwest,Arizona,6,  Disposable personal income,103265.8,109324.1,118337.5,124820.6,132597,141828.8,154311.8,167738.1,184940.1,195625.4,201198.3,195955.8,198815.2,206128.2,214865.8,218160.9,228628,239543.4,250636.5,266666,283699.5,302159.1,337272.5,364326.7,377143.3,0.058667051,0.082446597,0.054784832,0.062300614,0.069622993,0.088014564,0.087007604,0.10255273,0.057777086,0.028487609,-0.026056383,0.014592066,0.036782902,0.042389154,0.015335619,0.047978808,0.047743059,0.046309354,0.06395517,0.063875785,0.065067439,0.116208315,0.080214663,0.035178866
southwest,Arizona,7,  Personal consumption expenditures,103774.8,111890.9,121418.9,127277.9,133667.9,142860.7,155367,170011.9,184063.5,194363.4,197557.7,190868.2,196474,203580.7,209936.3,216830,226151.5,234755.7,243679.6,259029.1,273816.1,286488.5,291542.5,334350.1,368866.6,0.078208775,0.085154378,0.048254432,0.050205102,0.06877343,0.08754192,0.094260042,0.082650685,0.055958406,0.016434679,-0.033860994,0.029370005,0.036171198,0.031219069,0.032837103,0.0429899,0.038046177,0.03801356,0.062990501,0.05708625,0.046280697,0.017641197,0.146831423,0.103234603
southwest,Arizona,8,  Real per capita personal income 4,,,,,,,,,,,38967,36641,37162,38384,39253,39171,40235,41903,42530,44250,45656,47219,50355,53694,50480,,,,,,,,,,,-0.059691534,0.014219044,0.032883053,0.022639642,-0.002089012,0.027162952,0.041456443,0.014963129,0.040442041,0.031774011,0.034234274,0.066413944,0.066309205,-0.059857712
southwest,Arizona,9,  Real per capita PCE 5,,,,,,,,,,,34416,32903,33721,34344,34808,35048,35818,36715,36974,38469,39548,40041,39115,43701,43239,,,,,,,,,,,-0.043962111,0.024860955,0.018475134,0.013510366,0.006894967,0.02196987,0.025043274,0.007054337,0.040433818,0.028048559,0.012465864,-0.023126296,0.117244024,-0.01057184
southwest,Arizona,10,  Per capita personal income 6,24130,24866,26271,26946,27325,28384,30154,32150,34460,35602,35586,33467,33774,35244,36333,36877,38220,39836,41122,43208,45260,47693,52133,56420,58442,0.03050145,0.056502855,0.025693731,0.014065167,0.038755718,0.062359076,0.06619354,0.0718507,0.033139872,-0.000449413,-0.059545889,0.009173215,0.043524605,0.030898876,0.014972614,0.036418364,0.042281528,0.032282358,0.050727105,0.047491205,0.053756076,0.093095423,0.082231984,0.035838355
southwest,Arizona,11,  Per capita disposable personal income 7,21147,21761,22931,23670,24572,25739,27300,28727,30674,31718,32036,30892,31055,31975,33019,33240,34441,35676,36850,38761,40703,42735,46974,50149,51248,0.029034851,0.053765911,0.032227116,0.038107309,0.047493082,0.060647267,0.052271062,0.06777596,0.034035339,0.010025853,-0.035709826,0.005276447,0.029624859,0.032650508,0.006693116,0.036131167,0.035858425,0.032907277,0.051858887,0.050101907,0.04992261,0.099192699,0.067590582,0.021914694
southwest,Arizona,12,  Per capita personal consumption expenditures (PCE) 8,21251,22272,23528,24135,24770,25926,27487,29116,30529,31513,31456,30090,30689,31580,32261,33037,34068,34963,35827,37651,39285,40519,40605,46023,50123,0.048044798,0.056393678,0.025799048,0.026310338,0.046669358,0.060209828,0.05926438,0.048530018,0.032231649,-0.001808777,-0.043425738,0.019906946,0.029033204,0.021564281,0.024053811,0.031207434,0.026270987,0.024711838,0.050911324,0.043398582,0.03141148,0.002122461,0.133431843,0.089085892
southwest,Arizona,13,  Regional price parities (RPPs) 9,,,,,,,,,,,102.501,102.847,100.548,99.081,98.044,98.415,97.934,97.871,98.588,97.873,97.344,97.759,99.211,96.615,99.897,,,,,,,,,,,0.003375577,-0.022353593,-0.014590047,-0.010466184,0.003784015,-0.004887466,-0.00064329,0.00732597,-0.007252404,-0.005404964,0.004263231,0.014852852,-0.026166453,0.03396988
southwest,Arizona,14,  Implicit regional price deflator 10,,,,,,,,,,,91.4,91.452,91.01,91.95,92.685,94.263,95.114,95.228,96.897,97.873,99.337,101.193,103.809,105.312,115.923,,,,,,,,,,,0.000568928,-0.004833137,0.010328535,0.007993475,0.017025409,0.009027932,0.001198562,0.017526358,0.010072551,0.01495816,0.018683874,0.025851591,0.014478513,0.100757748
southwest,Arizona,15,  Total employment (number of jobs),2616288,2695892,2801510,2829002,2847070,2917095,3041449,3219799,3375196,3465065,3402806,3228516,3181563,3239037,3295532,3371101,3448146,3547647,3644791,3740747,3854741,3929945,3920033,4086802,4287595,0.030426314,0.039177385,0.009813279,0.006386705,0.024595461,0.042629397,0.058639813,0.048262951,0.026626306,-0.017967628,-0.051219494,-0.014543214,0.018064706,0.017441913,0.022930744,0.022854551,0.028856377,0.027382657,0.026326887,0.030473593,0.019509482,-0.002522173,0.042542754,0.04913206
southwest,New Mexico,1,  Real GDP (millions of chained 2017 dollars) 1,,,,,,,,,,,,,,,,,,,,93210.1,96077,100446.2,97511.9,99572.3,101315,,,,,,,,,,,,,,,,,,,,0.030757396,0.045476024,-0.029212653,0.021129729,0.017501855
southwest,New Mexico,2,  Real personal income (millions of constant (2017) dollars) 2,,,,,,,,,,,79607.8,78630.2,81361.8,81154.2,81911.4,79945.2,83438.8,85378.8,87207.5,86238.4,92359.5,94884.3,103129.2,110822.1,104613.6,,,,,,,,,,,-0.012280204,0.034739833,-0.002551566,0.009330386,-0.024003985,0.043699934,0.023250574,0.021418666,-0.011112576,0.070978821,0.027336657,0.086894249,0.07459478,-0.056022219
southwest,New Mexico,3,  Real PCE (millions of constant (2017) dollars) 3,,,,,,,,,,,67496.9,66514.8,68712.8,68202.3,68635.9,69761.9,71445.9,72905.3,74403.7,74306.7,79509.5,78292.6,77266,86378.8,86746.3,,,,,,,,,,,-0.014550298,0.033045277,-0.007429475,0.006357557,0.016405409,0.024139251,0.020426644,0.02055269,-0.001303699,0.070017912,-0.015305089,-0.01311235,0.117940621,0.004254516
southwest,New Mexico,4,  Gross domestic product (GDP),,,,,,,,,,,,,,,,,,,,93210.1,98838.2,103869.2,100434.5,111730.6,125540.6,,,,,,,,,,,,,,,,,,,,0.060380796,0.050901372,-0.03306755,0.112472308,0.123600876
southwest,New Mexico,5,  Personal income,38233.1,38915.1,41922.3,44958.8,46821.7,49019.7,52099.7,55540.8,59713.7,63243.6,67462.4,67011.8,69499.8,73017.7,74610.8,73079.8,77266,79130.8,80782.3,82354.1,86179.5,91139.6,98783.2,108248.3,110303,0.017837947,0.077275916,0.072431618,0.041435714,0.046944045,0.062831882,0.066048365,0.075132155,0.059113738,0.066707145,-0.006679276,0.037127789,0.050617412,0.021817998,-0.020519818,0.057282587,0.024134807,0.020870508,0.019457233,0.046450632,0.057555451,0.083866947,0.0958169,0.01898136
southwest,New Mexico,6,  Disposable personal income,34114.1,34610.8,37397.4,39989.5,42472.4,44841.6,47767.3,50465.3,53859.8,56872.9,61186.6,61704.7,64286,66995,68573.5,66440.1,70306.2,71903.8,73506.7,75092.2,78926,83120.3,91290,99310.2,99905.4,0.014559962,0.080512441,0.069312305,0.062088798,0.055782108,0.065245219,0.056482154,0.067264041,0.055943394,0.075848075,0.00846754,0.041833118,0.042139813,0.02356146,-0.031111144,0.058189256,0.022723458,0.022292285,0.021569462,0.05105457,0.053142184,0.098287663,0.087854091,0.005993342
southwest,New Mexico,7,  Personal consumption expenditures,32383.8,34289.5,36370.9,37920.9,39536,41854.5,44802,48348.7,51691.5,54730.9,57246.1,56758.5,58776.8,61451,62602.2,63851.9,66245.1,67683.2,69069.9,71126.1,74341.9,75343.4,74209.4,84561.4,91583.8,0.058847325,0.060700798,0.042616487,0.042591289,0.058642756,0.070422535,0.079163877,0.069139398,0.058798835,0.045955758,-0.008517611,0.035559432,0.045497543,0.018733625,0.019962557,0.037480482,0.021708775,0.020488097,0.029769842,0.045212658,0.013471542,-0.015051086,0.139497153,0.083044983
southwest,New Mexico,8,  Real per capita personal income 4,,,,,,,,,,,39593,38605,39402,38977,39187,38133,39827,40734,41535,41045,43916,44966,48683,52357,49501,,,,,,,,,,,-0.024953906,0.020644994,-0.010786255,0.005387793,-0.026896675,0.044423465,0.022773495,0.019664163,-0.011797279,0.069947618,0.023909281,0.082662456,0.075467822,-0.05454858
southwest,New Mexico,9,  Real per capita PCE 5,,,,,,,,,,,33569,32656,33277,32756,32836,33275,34102,34783,35437,35366,37806,37103,36474,40809,41047,,,,,,,,,,,-0.027197712,0.019016414,-0.015656459,0.002442301,0.013369473,0.024853494,0.019969503,0.018802288,-0.002003556,0.068992818,-0.018594932,-0.016952807,0.118851785,0.005832047
southwest,New Mexico,10,  Per capita personal income 6,21318,21523,23019,24545,25237,26108,27366,28744,30433,31780,33552,32901,33658,35069,35695,34858,36880,37753,38475,39197,40977,43191,46631,51141,52194,0.009616287,0.069507039,0.066293062,0.028193115,0.034512818,0.048184465,0.050354454,0.058760089,0.044261164,0.055758339,-0.019402718,0.023008419,0.041921683,0.017850523,-0.023448662,0.05800677,0.023671367,0.019124308,0.018765432,0.045411639,0.05403031,0.079646223,0.096716776,0.020590133
southwest,New Mexico,11,  Per capita disposable personal income 7,19021,19142,20534,21832,22892,23883,25090,26117,27450,28578,30431,30295,31133,32176,32806,31691,33558,34305,35009,35740,37528,39391,43094,46918,47274,0.00636139,0.072719674,0.063212233,0.048552583,0.043290232,0.05053804,0.040932642,0.051039553,0.041092896,0.064840087,-0.004469127,0.02766133,0.033501429,0.019579811,-0.033987685,0.058912625,0.022259968,0.02052179,0.020880345,0.05002798,0.049642933,0.094006245,0.088736251,0.007587706
southwest,New Mexico,12,  Per capita personal consumption expenditures (PCE) 8,18056,18965,19971,20703,21310,22292,23533,25022,26344,27502,28471,27866,28465,29514,29950,30456,31620,32292,32896,33853,35349,35705,35031,39950,43336,0.050343376,0.053045083,0.036653147,0.029319422,0.046081652,0.055670196,0.063272851,0.052833507,0.043956878,0.035233801,-0.021249693,0.02149573,0.036852275,0.01477265,0.016894825,0.03821907,0.021252372,0.018704323,0.029091683,0.044191061,0.010071006,-0.018876908,0.140418486,0.084755945
southwest,New Mexico,13,  Regional price parities (RPPs) 9,,,,,,,,,,,95.114,95.964,94.505,97.088,96.483,95.561,95.469,95.414,94.452,95.72,91.625,92.967,91.79,89.812,90.981,,,,,,,,,,,0.008936644,-0.015203618,0.027331887,-0.00623146,-0.009556088,-0.000962736,-0.000576103,-0.010082378,0.013424808,-0.042781028,0.014646658,-0.012660406,-0.021549188,0.013016078
southwest,New Mexico,14,  Implicit regional price deflator 10,,,,,,,,,,,84.813,85.332,85.54,90.101,91.209,91.528,92.721,92.837,92.831,95.72,93.501,96.233,96.044,97.896,105.577,,,,,,,,,,,0.006119345,0.002437538,0.053320084,0.012297311,0.003497462,0.013034263,0.001251065,-6.46294E-05,0.031121069,-0.023182198,0.029218939,-0.001963983,0.019282829,0.078460816
southwest,New Mexico,15,  Total employment (number of jobs),937525,942297,964919,976506,984383,1003008,1027012,1050201,1079128,1103272,1105330,1071898,1059918,1064201,1067145,1075551,1083585,1092272,1092375,1095489,1110587,1116844,1069531,1092639,1139488,0.005089998,0.024007293,0.012008262,0.008066515,0.018920481,0.023932013,0.022579094,0.027544251,0.02237362,0.00186536,-0.030246171,-0.011176437,0.004040879,0.002766395,0.007877093,0.00746966,0.008016907,9.42989E-05,0.002850669,0.013781973,0.005633958,-0.042363123,0.021605732,0.042876925
southwest,Oklahoma,1,  Real GDP (millions of chained 2017 dollars) 1,,,,,,,,,,,,,,,,,,,,192538.6,196030.5,199462.1,190751.7,193518,191583,,,,,,,,,,,,,,,,,,,,0.018136104,0.017505439,-0.043669449,0.014502099,-0.00999907
southwest,Oklahoma,2,  Real personal income (millions of constant (2017) dollars) 2,,,,,,,,,,,180162.8,169675.1,170857.7,178480.4,185729.8,191780.8,199539.5,194705.2,183585.8,189624.2,198041.5,205884.6,212939.7,225186.8,219977.8,,,,,,,,,,,-0.05821235,0.006969791,0.044614319,0.040617345,0.032579586,0.040456083,-0.024227283,-0.057108901,0.032891433,0.044389376,0.039603315,0.034267255,0.057514404,-0.023131906
southwest,Oklahoma,3,  Real PCE (millions of constant (2017) dollars) 3,,,,,,,,,,,127891.6,127721.1,128287.8,131021.3,132340.8,134241,137162.3,139549.4,140567.1,143268.7,148652.3,149767.5,146850.5,158391.6,164073.7,,,,,,,,,,,-0.00133316,0.004437012,0.02130756,0.010070882,0.014358384,0.021761608,0.01740347,0.007292758,0.019219291,0.037576945,0.00750207,-0.019476856,0.078590812,0.035873746
southwest,Oklahoma,4,  Gross domestic product (GDP),,,,,,,,,,,,,,,,,,,,192538.6,204193.9,205262.6,191653.5,217730.8,242738.5,,,,,,,,,,,,,,,,,,,,0.060534875,0.005233751,-0.066300924,0.136064825,0.114856052
southwest,Oklahoma,5,  Personal income,74943.6,76956.5,83332.1,88609.5,90711.6,95275.7,102917.3,112487.6,124536.5,128994.3,143654.9,133218.3,139695.1,150302,159875.4,167796.9,177635.7,172726.3,164709,171995.4,180824,189981.3,199233.2,220176.5,226308,0.026858865,0.082846803,0.063329737,0.02372319,0.050314403,0.080205131,0.092990197,0.10711314,0.035795128,0.113653084,-0.072650498,0.048617945,0.075928934,0.063694429,0.04954796,0.058635171,-0.027637463,-0.046416209,0.04423802,0.051330443,0.050642061,0.048699004,0.105119528,0.027848113
southwest,Oklahoma,6,  Disposable personal income,65999.2,67680,73314.1,78012.9,81642.4,86612.6,93856.1,101725.7,111958.3,115348.4,129035.7,122613,128617.5,136557.4,145407,152150.6,161105.4,156076.6,149062.1,155923.7,164969.7,173380.2,183493.8,201401.1,204841.6,0.025466975,0.083246158,0.064091355,0.046524357,0.060877681,0.083631019,0.083847507,0.100590116,0.030280024,0.11866051,-0.049774597,0.048971153,0.061732657,0.064804983,0.04637741,0.058854845,-0.031214348,-0.044942676,0.046031822,0.058015555,0.050982089,0.05833192,0.097590763,0.017082826
southwest,Oklahoma,7,  Personal consumption expenditures,59559.4,63186.5,67413.9,70504.1,72558.4,76432.6,80535.4,86541.3,92246.7,97558.5,102059.5,100406,105035.7,110491.4,114070.9,117602.1,122262.2,124004,126384.5,130253.9,136007.7,138457.3,137768.3,155213.9,169016.4,0.060898867,0.066903532,0.045839211,0.029137313,0.053394231,0.053678666,0.074574659,0.065926904,0.057582548,0.046136421,-0.016201334,0.046109794,0.051941388,0.032396186,0.030956186,0.039625993,0.014246431,0.019196961,0.030616096,0.044173725,0.018010745,-0.004976263,0.126630001,0.08892567
southwest,Oklahoma,8,  Real per capita personal income 4,,,,,,,,,,,49104,45641,45446,47134,48680,49838,51540,49911,46871,48368,50412,52205,53706,56420,54724,,,,,,,,,,,-0.070523786,-0.004272474,0.037142983,0.032800102,0.023788003,0.034150648,-0.031606519,-0.060908417,0.031938725,0.042259345,0.035566929,0.028752035,0.050534391,-0.030060262
southwest,Oklahoma,9,  Real per capita PCE 5,,,,,,,,,,,34858,34356,34123,34601,34686,34885,35428,35772,35888,36544,37840,37975,37038,39685,40816,,,,,,,,,,,-0.014401285,-0.00678193,0.014008147,0.002456576,0.005737185,0.015565429,0.009709834,0.00324276,0.018279091,0.035464098,0.003567653,-0.024674128,0.071467142,0.028499433
southwest,Oklahoma,10,  Per capita personal income 6,22009,22390,24124,25557,25999,27184,29194,31699,34650,35493,39154,35835,37157,39693,41903,43605,45882,44277,42052,43871,46029,48172,50249,55165,56298,0.0173111,0.077445288,0.059401426,0.017294675,0.045578676,0.073940553,0.085805302,0.093094419,0.024329004,0.103147099,-0.08476784,0.036891307,0.068250935,0.055677323,0.040617617,0.052218782,-0.034981038,-0.050251824,0.043255969,0.04918967,0.046557605,0.043116333,0.097832793,0.020538385
southwest,Oklahoma,11,  Per capita disposable personal income 7,19382,19691,21224,22501,23399,24712,26624,28666,31151,31738,35169,32982,34211,36063,38111,39539,41612,40009,38057,39772,41993,43963,46279,50461,50958,0.015942627,0.077852826,0.060167735,0.039909337,0.056113509,0.077371318,0.076697716,0.086688063,0.018843697,0.10810385,-0.062185447,0.037262749,0.054134635,0.056789507,0.037469497,0.052429247,-0.038522542,-0.048789022,0.045063983,0.055843307,0.046912581,0.052680663,0.09036496,0.00984919
southwest,Oklahoma,12,  Per capita personal consumption expenditures (PCE) 8,17491,18383,19516,20335,20796,21807,22845,24387,25666,26843,27817,27008,27938,29179,29898,30561,31579,31787,32267,33224,34621,35108,34747,38889,42046,0.050997656,0.061633031,0.041965567,0.022670273,0.048615118,0.047599395,0.067498359,0.052445975,0.045858334,0.036285065,-0.029082935,0.034434242,0.044419787,0.024641009,0.022175396,0.033310428,0.006586656,0.015100513,0.029658785,0.042047917,0.014066607,-0.010282557,0.119204536,0.081179768
southwest,Oklahoma,13,  Regional price parities (RPPs) 9,,,,,,,,,,,89.494,88.408,90.456,90.87,91.179,91.465,91.779,91.327,91.48,90.916,89.659,89.31,89.66,89.902,88.771,,,,,,,,,,,-0.012134892,0.023165324,0.004576811,0.003400462,0.003136687,0.003433007,-0.004924874,0.001675299,-0.006165282,-0.013825949,-0.003892526,0.003918934,0.002699085,-0.012580365
southwest,Oklahoma,14,  Implicit regional price deflator 10,,,,,,,,,,,79.802,78.613,81.875,84.331,86.195,87.605,89.137,88.86,89.91,90.916,91.494,92.448,93.815,97.994,103.012,,,,,,,,,,,-0.014899376,0.041494409,0.029996947,0.022103378,0.016358257,0.017487586,-0.003107576,0.01181634,0.011188967,0.006357517,0.010426913,0.014786691,0.044545115,0.051207217
southwest,Oklahoma,15,  Total employment (number of jobs),1938705,1953349,1994373,2009183,1987636,1971410,1998176,2043188,2096099,2150026,2186721,2136754,2130312,2159073,2211969,2249096,2273648,2287838,2287131,2291944,2312261,2310371,2266945,2314387,2412886,0.007553496,0.021001879,0.007425893,-0.01072426,-0.008163467,0.013577084,0.022526544,0.025896295,0.025727315,0.017067235,-0.022850194,-0.003014853,0.013500839,0.024499403,0.016784593,0.010916386,0.006241072,-0.000309025,0.002104383,0.008864527,-0.000817382,-0.018796115,0.020927724,0.042559434
southwest,Texas,1,  Real GDP (millions of chained 2017 dollars) 1,,,,,,,,,,,,,,,,,,,,1667313,1746543.3,1802912.8,1772185.6,1873473.4,1924007.5,,,,,,,,,,,,,,,,,,,,0.047519752,0.032274894,-0.017043087,0.057154172,0.026973481
southwest,Texas,2,  Real personal income (millions of constant (2017) dollars) 2,,,,,,,,,,,1120909.7,1075852.1,1113308.5,1196635.6,1239768.8,1251439.6,1318145.1,1342796,1327627.4,1408033.3,1470536.8,1510731.8,1562645.1,1672001,1663095.2,,,,,,,,,,,-0.04019735,0.034815566,0.07484637,0.036045393,0.009413691,0.053303012,0.018701204,-0.01129628,0.060563604,0.04439064,0.027333556,0.034363015,0.069981277,-0.005326432
southwest,Texas,3,  Real PCE (millions of constant (2017) dollars) 3,,,,,,,,,,,848953.3,853980,873538.6,909178.8,928499.3,951950.1,991562.9,1033220,1061560.8,1102131.7,1127626.2,1147173.7,1137633.6,1252565.6,1302565.9,,,,,,,,,,,0.005921056,0.022902878,0.0407998,0.021250496,0.02525667,0.041612265,0.042011556,0.027429589,0.03821816,0.02313199,0.017335089,-0.008316177,0.101027255,0.039918308
southwest,Texas,4,  Gross domestic product (GDP),,,,,,,,,,,,,,,,,,,,1667313,1808026.9,1860108.3,1798596.1,2087490.9,2402137.2,,,,,,,,,,,,,,,,,,,,0.084395611,0.028805655,-0.03306915,0.160622388,0.150729424
southwest,Texas,5,  Personal income,514882.6,543797.6,591738.3,631080.2,639443.1,664814.9,696381.3,754775.9,827439.7,878902.4,968499.3,923470.7,982052.8,1074858,1142887.5,1173747.4,1257639.6,1281170.1,1276330.6,1367826,1463789.8,1536597,1611228.3,1789719.4,1879419.6,0.056158433,0.088159087,0.066485303,0.013251723,0.039677964,0.047481487,0.083854348,0.096272019,0.062195106,0.101941808,-0.046493167,0.06343688,0.094501233,0.063291616,0.027001695,0.071473811,0.01871005,-0.003777406,0.071686286,0.0701579,0.049738835,0.048569208,0.110779521,0.0501197
southwest,Texas,6,  Disposable personal income,455832.1,481679.7,521390.5,559657.2,580684.5,609547.1,640276.9,685452.2,746384,790296.2,865085.6,853417.3,904297,977508,1039910.4,1058273.2,1130364.6,1150103.6,1154954.4,1229845.2,1332400.2,1393839.4,1470385.4,1617640.5,1673654.8,0.056704212,0.082442337,0.073393551,0.037571749,0.049704444,0.050414152,0.07055588,0.088892851,0.058833255,0.094634645,-0.013488029,0.059618782,0.080959021,0.06383825,0.01765806,0.068121729,0.017462507,0.004217707,0.06484308,0.083388544,0.046111671,0.054917374,0.100147281,0.034627162
southwest,Texas,7,  Personal consumption expenditures,403961.3,434253.6,471789.1,498380.3,516406.1,541303.2,575309.8,619901.3,661402.9,702394.8,734122.6,733954.6,771625.4,817807.6,857088,893984.9,947259.9,987452.9,1022736.1,1073168,1124761.1,1168996.3,1176164.4,1343753.1,1473924,0.074988124,0.086436819,0.056362472,0.036168765,0.04821225,0.062823571,0.077508674,0.066948722,0.0619772,0.045170892,-0.000228845,0.05132579,0.059850544,0.048031346,0.043049138,0.059592729,0.042430805,0.035731527,0.049310766,0.048075511,0.039328529,0.006131841,0.142487479,0.096871144
southwest,Texas,8,  Real per capita personal income 4,,,,,,,,,,,46111,43378,44111,46689,47581,47335,48987,49009,47705,49944,51578,52351,53456,56565,55382,,,,,,,,,,,-0.059270022,0.016897967,0.058443472,0.019105143,-0.005170131,0.03490018,0.000449099,-0.026607358,0.046934284,0.032716643,0.01498701,0.021107524,0.058159982,-0.020913993
southwest,Texas,9,  Real per capita PCE 5,,,,,,,,,,,34923,34432,34611,35473,35635,36007,36850,37710,38144,39093,39551,39753,38917,42375,43376,,,,,,,,,,,-0.014059502,0.005198652,0.024905377,0.004566854,0.010439175,0.023412114,0.023337856,0.011508884,0.024879404,0.011715652,0.00510733,-0.021029859,0.08885577,0.023622419
southwest,Texas,10,  Per capita personal income 6,25543,26452,28253,29601,29481,30176,31097,33136,35422,36879,39841,37234,38910,41937,43863,44396,46739,46760,45862,48518,51341,53247,55118,60548,62586,0.035587049,0.068085589,0.047711747,-0.004053917,0.023574506,0.030520944,0.065569026,0.068988411,0.041132629,0.080316711,-0.065435105,0.045012623,0.077794911,0.045926032,0.012151472,0.052775025,0.000449304,-0.019204448,0.057912869,0.058184591,0.037124326,0.03513813,0.098515911,0.033659246
southwest,Texas,11,  Per capita disposable personal income 7,22613,23430,24894,26251,26772,27668,28591,30093,31952,33161,35587,34410,35830,38139,39911,40028,42009,41976,41500,43624,46733,48300,50300,54726,55734,0.03612966,0.062483995,0.054511127,0.019846863,0.033467802,0.033359838,0.052534014,0.061775164,0.037838007,0.073158228,-0.033073875,0.041267074,0.064443204,0.046461627,0.002931523,0.049490357,-0.000785546,-0.011339813,0.051180723,0.071268109,0.03353091,0.041407867,0.087992048,0.018419033
southwest,Texas,12,  Per capita personal consumption expenditures (PCE) 8,20040,21123,22526,23377,23808,24570,25690,27215,28314,29473,30200,29593,30573,31908,32894,33814,35204,36040,36749,38066,39450,40509,40235,45460,49082,0.054041916,0.06642049,0.037778567,0.018436925,0.032006048,0.045584046,0.059361619,0.040382142,0.040933814,0.024666644,-0.020099338,0.03311594,0.04366598,0.030901341,0.027968626,0.041107234,0.023747301,0.019672586,0.03583771,0.036357905,0.026844106,-0.006763929,0.12986206,0.079674439
southwest,Texas,13,  Regional price parities (RPPs) 9,,,,,,,,,,,96.977,96.653,97.591,96.925,97.646,98.048,98.364,98.223,98.024,97.372,97.745,98.444,98.807,98.421,97.512,,,,,,,,,,,-0.003340998,0.00970482,-0.0068244,0.007438741,0.004116912,0.003222911,-0.001433451,-0.002026002,-0.006651432,0.00383067,0.007151261,0.003687376,-0.003906606,-0.009235834
southwest,Texas,14,  Implicit regional price deflator 10,,,,,,,,,,,86.474,85.945,88.333,89.95,92.309,93.911,95.532,95.57,96.343,97.372,99.746,101.902,103.387,107.28,113.155,,,,,,,,,,,-0.006117446,0.027785211,0.018305729,0.026225681,0.017354754,0.017261024,0.000397772,0.008088312,0.010680589,0.024380725,0.021614902,0.014572825,0.037654637,0.054763236
southwest,Texas,15,  Total employment (number of jobs),11541749,11761409,12138771,12284685,12291965,12374943,12588075,13003916,13493483,14008293,14365985,14202860,14262584,14681517,15095946,15532152,16001898,16414554,16683280,17104407,17608884,17901639,17700743,18559325,19631436,0.019031778,0.032084761,0.012020492,0.000592608,0.006750589,0.017222867,0.033034519,0.037647659,0.038152492,0.025534303,-0.011354947,0.004205069,0.029372868,0.028227941,0.028895572,0.030243459,0.025787941,0.016371203,0.025242458,0.029493978,0.016625415,-0.011222213,0.048505421,0.057766702
west,California,1,  Real GDP (millions of chained 2017 dollars) 1,,,,,,,,,,,,,,,,,,,,2740550.3,2850970.3,2962792.1,2925146.9,3146185.3,3167460.8,,,,,,,,,,,,,,,,,,,,0.040291178,0.039222366,-0.012705988,0.075564889,0.006762316
west,California,2,  Real personal income (millions of constant (2017) dollars) 2,,,,,,,,,,,1603306,1567285.7,1624234.9,1688931.8,1753099.3,1755250.2,1834858.3,1951176.5,2033539.5,2073859,2114414.8,2211331.7,2370532.3,2476630,2306733.7,,,,,,,,,,,-0.022466267,0.036336196,0.039832231,0.037992949,0.001226913,0.045354275,0.06339356,0.042211968,0.019827252,0.019555717,0.045836276,0.071993089,0.04475691,-0.068599791
west,California,3,  Real PCE (millions of constant (2017) dollars) 3,,,,,,,,,,,1306204.6,1274423.7,1307631.2,1333097.2,1359471.1,1384534.2,1426319.2,1482241.1,1542765.3,1579558.4,1624412,1685455.7,1610289.5,1760081.3,1802396.4,,,,,,,,,,,-0.024330721,0.026056876,0.01947491,0.019783929,0.01843592,0.030179825,0.039207142,0.040832898,0.023848799,0.028396291,0.037578952,-0.04459696,0.093021659,0.02404156
west,California,4,  Gross domestic product (GDP),,,,,,,,,,,,,,,,,,,,2740550.3,2899530.9,3062158.9,3068809.4,3416939.4,3641643.4,,,,,,,,,,,,,,,,,,,,0.058010466,0.056087693,0.002171834,0.113441389,0.065761775
west,California,5,  Personal income,953360.5,1022682.7,1127550.1,1169366.4,1187280.9,1240604.2,1315172.2,1387883.8,1493217,1561307.2,1588294.5,1539818.7,1609997.5,1713428,1814763,1840885.3,1955718,2097049.6,2191138,2295048.7,2411055.1,2537950.6,2767521.4,3013676.9,3006647.3,0.072713522,0.102541482,0.03708598,0.015319835,0.044912118,0.060106197,0.055286753,0.075894826,0.045599668,0.017285067,-0.030520662,0.045576015,0.064242646,0.059141674,0.014394331,0.062379063,0.072265838,0.044867036,0.047423165,0.050546378,0.052630693,0.090455189,0.088944389,-0.002332566
